id	file	GenomeID	Binomial	AccNum	TaxID	PMID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Subrank1	Subrank2
Halopiger_xanaduensis_SH-6	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/715/GCF_000217715.1_ASM21771v1/GCF_000217715.1_ASM21771v1_genomic.fna.gz	ASM21771v1	Halopiger xanaduensis SH-6	GCF_000217715.1	797210	22675596	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger xanaduensis	NA	NA
Haloplanus_aerogenes	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/856/835/GCF_003856835.1_ASM385683v1/GCF_003856835.1_ASM385683v1_genomic.fna.gz	ASM385683v1	Haloplanus aerogenes	GCF_003856835.1	660522	NA	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	NA	NA	NA
Haloplanus_rallus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/762/275/GCF_009762275.1_ASM976227v1/GCF_009762275.1_ASM976227v1_genomic.fna.gz	ASM976227v1	Haloplanus rallus	GCF_009762275.1	1816183	NA	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	NA	NA	NA
Haloplanus_rubicundus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/342/695/GCF_003342695.1_ASM334269v1/GCF_003342695.1_ASM334269v1_genomic.fna.gz	ASM334269v1	Haloplanus rubicundus	GCF_003342695.1	1547898	NA	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	NA	NA	NA
Haloplanus_salinarum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/498/175/GCF_024498175.1_ASM2449817v1/GCF_024498175.1_ASM2449817v1_genomic.fna.gz	ASM2449817v1	Haloplanus salinarum	GCF_024498175.1	1912324	NA	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	NA	NA	NA
Haloprofundus_halobius	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/835/GCF_020097835.1_ASM2009783v1/GCF_020097835.1_ASM2009783v1_genomic.fna.gz	ASM2009783v1	Haloprofundus halobius	GCF_020097835.1	2876194	NA	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloprofundus	NA	NA	NA
Haloprofundus_salilacus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/150/815/GCF_020150815.1_ASM2015081v1/GCF_020150815.1_ASM2015081v1_genomic.fna.gz	ASM2015081v1	Haloprofundus salilacus	GCF_020150815.1	2876190	NA	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloprofundus	NA	NA	NA
Haloprofundus_salinisoli	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/815/GCF_020097815.1_ASM2009781v1/GCF_020097815.1_ASM2009781v1_genomic.fna.gz	ASM2009781v1	Haloprofundus salinisoli	GCF_020097815.1	2876193	NA	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloprofundus	NA	NA	NA
Haloquadratum_walsbyi_DSM_16790	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/185/GCF_000009185.1_ASM918v1/GCF_000009185.1_ASM918v1_genomic.fna.gz	ASM918v1	Haloquadratum walsbyi DSM 16790	GCF_000009185.1	362976	16820047	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi	NA	NA
Halorhabdus_tiamatea_SARL4B	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/470/655/GCF_000470655.1_HATI1/GCF_000470655.1_HATI1_genomic.fna.gz	HATI1	Halorhabdus tiamatea SARL4B	GCF_000470655.1	1033806	24428220	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus tiamatea	NA	NA
Halorhabdus_utahensis_DSM_12940	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/945/GCF_000023945.1_ASM2394v1/GCF_000023945.1_ASM2394v1_genomic.fna.gz	ASM2394v1	Halorhabdus utahensis DSM 12940	GCF_000023945.1	519442	21304660	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus utahensis	NA	NA
Halorientalis_litorea	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/028/225/GCF_023028225.1_ASM2302822v1/GCF_023028225.1_ASM2302822v1_genomic.fna.gz	ASM2302822v1	Halorientalis litorea	GCF_023028225.1	2931977	NA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	NA	NA	NA
Halorientalis_marina	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/028/345/GCF_023028345.1_ASM2302834v1/GCF_023028345.1_ASM2302834v1_genomic.fna.gz	ASM2302834v1	Halorientalis marina	GCF_023028345.1	2931976	NA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	NA	NA	NA
Halorubrum_ezzemoulense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/126/515/GCF_004126515.1_ASM412651v1/GCF_004126515.1_ASM412651v1_genomic.fna.gz	ASM412651v1	Halorubrum ezzemoulense	GCF_004126515.1	337243	NA	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	NA	NA	NA
Halorubrum_lacusprofundi_ATCC_49239	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/205/GCF_000022205.1_ASM2220v1/GCF_000022205.1_ASM2220v1_genomic.fna.gz	ASM2220v1	Halorubrum lacusprofundi ATCC 49239	GCF_000022205.1	416348	3146357329189042e32	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum lacusprofundi	NA	NA
Halorubrum_ruber	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/228/765/GCF_018228765.1_ASM1822876v1/GCF_018228765.1_ASM1822876v1_genomic.fna.gz	ASM1822876v1	Halorubrum ruber	GCF_018228765.1	2982524	NA	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	NA	NA	NA
Halorubrum_salinarum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/267/195/GCF_013267195.1_ASM1326719v1/GCF_013267195.1_ASM1326719v1_genomic.fna.gz	ASM1326719v1	Halorubrum salinarum	GCF_013267195.1	2739057	NA	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	NA	NA	NA
Halorussus_halophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/545/GCF_008831545.1_ASM883154v1/GCF_008831545.1_ASM883154v1_genomic.fna.gz	ASM883154v1	Halorussus halophilus	GCF_008831545.1	2650975	NA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus	NA	NA	NA
Halorussus_pelagicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/087/835/GCF_004087835.1_ASM408783v1/GCF_004087835.1_ASM408783v1_genomic.fna.gz	ASM408783v1	Halorussus pelagicus	GCF_004087835.1	2505977	NA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus	NA	NA	NA
Halosiccatus_urmianus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/217/425/GCF_020217425.1_ASM2021742v1/GCF_020217425.1_ASM2021742v1_genomic.fna.gz	ASM2021742v1	Halosiccatus urmianus	GCF_020217425.1	1586233	NA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halosiccatus	NA	NA	NA
Halosimplex_litoreum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/065/055/GCF_016065055.1_ASM1606505v1/GCF_016065055.1_ASM1606505v1_genomic.fna.gz	ASM1606505v1	Halosimplex litoreum	GCF_016065055.1	1198301	NA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halosimplex	NA	NA	NA
Halosimplex_pelagicum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/415/905/GCF_013415905.1_ASM1341590v1/GCF_013415905.1_ASM1341590v1_genomic.fna.gz	ASM1341590v1	Halosimplex pelagicum	GCF_013415905.1	869886	NA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halosimplex	NA	NA	NA
Halosimplex_rubrum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/415/885/GCF_013415885.1_ASM1341588v1/GCF_013415885.1_ASM1341588v1_genomic.fna.gz	ASM1341588v1	Halosimplex rubrum	GCF_013415885.1	869889	NA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halosimplex	NA	NA	NA
Halosolutus_gelatinilyticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/028/105/GCF_023028105.1_ASM2302810v1/GCF_023028105.1_ASM2302810v1_genomic.fna.gz	ASM2302810v1	Halosolutus gelatinilyticus	GCF_023028105.1	2931975	NA	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halosolutus	NA	NA	NA
Halosolutus_halophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/869/805/GCF_022869805.1_ASM2286980v1/GCF_022869805.1_ASM2286980v1_genomic.fna.gz	ASM2286980v1	Halosolutus halophilus	GCF_022869805.1	1552990	NA	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halosolutus	NA	NA	NA
Halostagnicola_larsenii_XH-48	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/625/GCF_000517625.1_ASM51762v1/GCF_000517625.1_ASM51762v1_genomic.fna.gz	ASM51762v1	Halostagnicola larsenii XH-48	GCF_000517625.1	797299	NA	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halostagnicola	Halostagnicola larsenii	NA	NA
Haloterrigena_alkaliphila	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/352/155/GCF_017352155.2_ASM1735215v2/GCF_017352155.2_ASM1735215v2_genomic.fna.gz	ASM1735215v2	Haloterrigena alkaliphila	GCF_017352155.2	2816475	NA	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	NA	NA	NA
Haloterrigena_salifodinae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/906/025/GCF_016906025.1_ASM1690602v1/GCF_016906025.1_ASM1690602v1_genomic.fna.gz	ASM1690602v1	Haloterrigena salifodinae	GCF_016906025.1	2675099	33958400	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	NA	NA	NA
